"[all run data]","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
,"51","20","0","1","1075.375","0","48.25","35","0","4.35","51","20","0","1","803.875","0","34.05","32","0","4.45","51","20","0","1","676","0","49.75","44","0","4.6","51","20","0","1","289.5","200","53.35","30","0","4.35","51","20","0","1","176.125","600","38.85","22","0","4.25","51","20","0","1","123.75","1100","38.1","19","0","4.3","51","20","0","1","-2","1425","43.7","56","0","4.95"
,"52","20","0","1","1075.375","0","48.25","35","0","4.35","52","20","0","1","798.875","0","34.05","32","0","4.45","52","20","0","1","666","0","49.75","44","0","4.6","52","20","0","1","294.5","225","53.35","30","0","4.35","52","20","0","1","171.125","625","38.85","22","0","4.25","52","20","0","1","108.75","1125","38.1","19","0","4.3","52","20","0","1","23","1500","43.7","56","0","4.95"
,"53","20","0","1","1075.375","0","48.25","35","0","4.35","53","20","0","1","793.875","0","34.05","32","0","4.45","53","20","0","1","656","0","49.75","44","0","4.6","53","20","0","1","324.5","275","53.35","30","0","4.35","53","20","0","1","166.125","650","38.85","22","0","4.3","53","20","0","1","143.75","1200","38.1","19","0","4.3","53","20","0","1","73","1600","43.7","56","0","4.95"
,"54","20","0","1","1075.375","0","48.25","35","0","4.35","54","20","0","1","788.875","0","34.05","32","0","4.45","54","20","0","1","646","0","49.75","44","0","4.6","54","20","0","1","304.5","275","53.35","30","0","4.35","54","20","0","1","211.125","725","38.85","22","0","4.3","54","20","0","1","128.75","1225","38.1","19","0","4.35","54","20","0","1","23","1600","43.7","56","0","5"
,"55","20","0","1","1075.375","0","48.25","35","0","4.35","55","20","0","1","783.875","0","34.05","32","0","4.45","55","20","0","1","636","0","49.75","45","0","4.65","55","20","0","1","284.5","275","53.35","30","0","4.35","55","20","0","1","281.125","825","38.85","22","0","4.3","55","20","0","1","113.75","1250","38.1","19","0","4.35","55","20","0","1","-2","1625","43.7","56","0","5"
,"56","20","0","1","1075.375","0","48.25","35","0","4.4","56","20","0","1","778.875","0","34.05","32","0","4.45","56","20","0","1","626","0","49.75","45","0","4.65","56","20","0","1","264.5","275","53.35","30","0","4.35","56","20","0","1","276.125","850","38.85","22","0","4.3","56","20","0","1","98.75","1275","38.1","19","0","4.35","56","20","0","1","-52","1625","43.7","56","0","5"
,"57","20","0","1","1075.375","0","48.25","35","0","4.4","57","20","0","1","773.875","0","34.05","32","0","4.45","57","20","0","1","616","0","49.75","46","0","4.7","57","20","0","1","294.5","325","53.35","33","0","4.4","57","20","0","1","246.125","850","38.85","22","0","4.3","57","20","0","1","58.75","1275","38.1","19","0","4.35","57","20","0","1","-77","1650","43.7","56","0","5"
,"58","20","0","1","1075.375","0","48.25","35","0","4.4","58","20","0","1","768.875","0","34.05","32","0","4.5","58","20","0","1","606","0","49.75","46","0","4.7","58","20","0","1","274.5","325","53.35","33","0","4.4","58","20","0","1","241.125","875","38.85","22","0","4.3","58","20","0","1","18.75","1275","38.1","19","0","4.35","58","20","0","1","-52","1725","43.7","56","0","5"
,"59","20","0","1","1075.375","0","48.25","35","0","4.4","59","20","0","1","763.875","0","34.05","32","0","4.5","59","20","0","1","596","0","49.75","46","0","4.7","59","20","0","1","254.5","325","53.35","33","0","4.4","59","20","0","1","211.125","875","38.85","27","0","4.35","59","20","0","1","3.75","1300","38.1","19","0","4.35","59","20","0","1","-102","1725","43.7","56","0","5"
,"60","20","0","1","1075.375","0","48.25","35","0","4.4","60","20","0","1","758.875","0","34.05","32","0","4.5","60","20","0","1","586","0","49.75","46","0","4.7","60","20","0","1","234.5","325","53.35","33","0","4.4","60","20","0","1","181.125","875","38.85","27","0","4.35","60","20","0","1","-36.25","1300","38.1","19","0","4.35","60","20","0","1","-127","1750","43.7","56","0","5"
,"61","20","0","1","1075.375","0","48.25","35","0","4.4","61","20","0","1","753.875","0","34.05","32","0","4.5","61","20","0","1","576","0","49.75","46","0","4.7","61","20","0","1","239.5","350","53.35","33","0","4.4","61","20","0","1","151.125","875","38.85","27","0","4.35","61","20","0","1","-76.25","1300","38.1","19","0","4.35","61","20","0","1","-52","1875","43.7","56","0","5"
,"62","20","0","1","1075.375","0","48.25","35","0","4.4","62","20","0","1","748.875","0","34.05","32","0","4.5","62","20","0","1","566","0","49.75","46","0","4.7","62","20","0","1","219.5","350","53.35","33","0","4.4","62","20","0","1","121.125","875","38.85","27","0","4.35","62","20","0","1","-91.25","1325","38.1","19","0","4.35","62","20","0","1","-2","1975","43.7","56","0","5"
,"63","20","0","1","1075.375","0","48.25","35","0","4.4","63","20","0","1","743.875","0","34.05","32","0","4.5","63","20","0","1","556","0","49.75","46","0","4.7","63","20","0","1","199.5","350","53.35","37","0","4.5","63","20","0","1","91.125","875","38.85","27","0","4.4","63","20","0","1","43.75","1500","38.1","19","0","4.4","63","20","0","1","23","2050","43.7","56","0","5"
,"64","20","0","1","1075.375","0","48.25","35","0","4.4","64","20","0","1","738.875","0","34.05","32","0","4.5","64","20","0","1","546","0","49.75","46","0","4.7","64","20","0","1","179.5","350","53.35","37","0","4.55","64","20","0","1","61.125","875","38.85","27","0","4.4","64","20","0","1","78.75","1575","38.1","19","0","4.45","64","20","0","1","-2","2075","43.7","56","0","5"
,"65","20","0","1","1075.375","0","48.25","35","0","4.4","65","20","0","1","733.875","0","34.05","32","0","4.5","65","20","0","1","536","0","49.75","46","0","4.7","65","20","0","1","159.5","350","53.35","37","0","4.6","65","20","0","1","31.125","875","38.85","27","0","4.4","65","20","0","1","188.75","1725","38.1","19","0","4.45","65","20","0","1","-27","2100","43.7","56","0","5.05"
,"66","20","0","1","1075.375","0","48.25","35","0","4.45","66","20","0","1","728.875","0","34.05","32","0","4.5","66","20","0","1","526","0","49.75","46","0","4.75","66","20","0","1","189.5","400","53.35","37","0","4.6","66","20","0","1","1.125","875","38.85","27","0","4.4","66","20","0","1","148.75","1725","38.1","19","0","4.45","66","20","0","1","-27","2150","43.7","56","0","5.05"
,"67","20","0","1","1075.375","0","48.25","38","0","4.5","67","20","0","1","723.875","0","34.05","32","0","4.5","67","20","0","1","516","0","49.75","46","0","4.75","67","20","0","1","194.5","425","53.35","37","0","4.6","67","20","0","1","121.125","1025","38.85","27","0","4.4","67","20","0","1","108.75","1725","38.1","19","0","4.45","67","20","0","1","-77","2150","43.7","57","0","5.1"
,"68","20","0","1","1075.375","0","48.25","38","0","4.5","68","20","0","1","718.875","0","34.05","32","0","4.55","68","20","0","1","506","0","49.75","46","0","4.8","68","20","0","1","174.5","425","53.35","37","0","4.6","68","20","0","1","141.125","1075","38.85","27","0","4.4","68","20","0","1","118.75","1775","38.1","19","0","4.45","68","20","0","1","-102","2175","43.7","57","0","5.1"
,"69","20","0","1","1075.375","0","48.25","38","0","4.5","69","20","0","1","713.875","0","34.05","32","0","4.55","69","20","0","1","496","0","49.75","46","0","4.8","69","20","0","1","154.5","425","53.35","37","0","4.6","69","20","0","1","111.125","1075","38.85","27","0","4.4","69","20","0","1","78.75","1775","38.1","19","0","4.45","69","20","0","1","-77","2250","43.7","57","0","5.1"
,"70","20","0","1","1075.375","0","48.25","38","0","4.5","70","20","0","1","708.875","0","34.05","32","0","4.55","70","20","0","1","486","0","49.75","46","0","4.8","70","20","0","1","134.5","425","53.35","37","0","4.6","70","20","0","1","81.125","1075","38.85","27","0","4.4","70","20","0","1","38.75","1775","38.1","19","0","4.45","70","20","0","1","-127","2250","43.7","57","0","5.15"
,"71","20","0","1","1075.375","0","48.25","38","0","4.5","71","20","0","1","703.875","0","34.05","35","0","4.6","71","20","0","1","476","0","49.75","46","0","4.8","71","20","0","1","114.5","425","53.35","37","0","4.6","71","20","0","1","201.125","1225","38.85","30","0","4.45","71","20","0","1","-1.25","1775","38.1","19","0","4.45","71","15","5","0.75","80.66666666666667","2466.6666666666665","43.7","45","12","5.466666666666667"
,"72","20","0","1","1075.375","0","48.25","38","0","4.5","72","20","0","1","698.875","0","34.05","35","0","4.6","72","20","0","1","466","0","49.75","46","0","4.8","72","20","0","1","94.5","425","53.35","37","0","4.6","72","20","0","1","246.125","1300","38.85","30","0","4.45","72","20","0","1","-16.25","1800","38.1","19","0","4.45","72","15","5","0.75","30.666666666666668","2466.6666666666665","43.7","45","12","5.466666666666667"
,"73","20","0","1","1075.375","0","48.25","43","0","4.55","73","20","0","1","693.875","0","34.05","35","0","4.65","73","20","0","1","456","0","49.75","46","0","4.8","73","20","0","1","74.5","425","53.35","41","0","4.65","73","20","0","1","216.125","1300","38.85","30","0","4.45","73","20","0","1","-56.25","1800","38.1","19","0","4.5","73","15","5","0.75","-19.333333333333332","2466.6666666666665","43.7","45","12","5.466666666666667"
,"74","20","0","1","1075.375","0","48.25","43","0","4.55","74","20","0","1","688.875","0","34.05","35","0","4.65","74","20","0","1","446","0","49.75","46","0","4.8","74","20","0","1","54.5","425","53.35","41","0","4.65","74","20","0","1","186.125","1300","38.85","30","0","4.5","74","20","0","1","-96.25","1800","38.1","19","0","4.5","74","15","5","0.75","-69.33333333333333","2466.6666666666665","43.7","45","12","5.466666666666667"
,"75","20","0","1","1075.375","0","48.25","43","0","4.55","75","20","0","1","683.875","0","34.05","35","0","4.65","75","20","0","1","436","0","49.75","46","0","4.8","75","20","0","1","34.5","425","53.35","41","0","4.65","75","20","0","1","156.125","1300","38.85","33","0","4.55","75","20","0","1","-136.25","1800","38.1","19","0","4.55","75","15","5","0.75","-52.666666666666664","2533.3333333333335","43.7","45","12","5.466666666666667"
,"76","20","0","1","1075.375","0","48.25","43","0","4.55","76","20","0","1","678.875","0","34.05","35","0","4.65","76","20","0","1","426","0","49.75","46","0","4.85","76","20","0","1","214.5","625","53.35","41","0","4.65","76","20","0","1","126.125","1300","38.85","33","0","4.55","76","20","0","1","-1.25","1975","38.1","19","0","4.55","76","15","5","0.75","-102.66666666666667","2533.3333333333335","43.7","45","12","5.466666666666667"
,"77","20","0","1","1075.375","0","48.25","43","0","4.55","77","20","0","1","673.875","0","34.05","35","0","4.65","77","20","0","1","416","0","49.75","46","0","4.85","77","20","0","1","244.5","675","53.35","41","0","4.65","77","20","0","1","96.125","1300","38.85","33","0","4.55","77","20","0","1","8.75","2025","38.1","19","0","4.55","77","14","6","0.7","-67.14285714285714","2607.1428571428573","43.7","45","12","5.642857142857143"
,"78","20","0","1","1075.375","0","48.25","43","0","4.55","78","20","0","1","668.875","0","34.05","35","0","4.65","78","20","0","1","406","0","49.75","46","0","4.85","78","20","0","1","274.5","725","53.35","41","0","4.7","78","20","0","1","66.125","1300","38.85","33","0","4.55","78","20","0","1","43.75","2100","38.1","19","0","4.55","78","14","6","0.7","-117.14285714285714","2607.1428571428573","43.7","45","12","5.642857142857143"
,"79","20","0","1","1075.375","0","48.25","43","0","4.6","79","20","0","1","663.875","0","34.05","35","0","4.65","79","20","0","1","396","0","49.75","46","0","4.85","79","20","0","1","254.5","725","53.35","41","0","4.75","79","20","0","1","36.125","1300","38.85","33","0","4.55","79","20","0","1","53.75","2150","38.1","19","0","4.55","79","14","6","0.7","-167.14285714285714","2607.1428571428573","43.7","47","12","5.714285714285714"
,"80","20","0","1","1075.375","0","48.25","43","0","4.6","80","20","0","1","658.875","0","34.05","35","0","4.75","80","20","0","1","386","0","49.75","46","0","4.9","80","20","0","1","234.5","725","53.35","41","0","4.75","80","20","0","1","6.125","1300","38.85","33","0","4.6","80","20","0","1","13.75","2150","38.1","19","0","4.55","80","14","6","0.7","-181.42857142857142","2642.8571428571427","43.7","47","12","5.714285714285714"
,"81","20","0","1","1075.375","0","48.25","43","0","4.6","81","20","0","1","653.875","0","34.05","35","0","4.8","81","20","0","1","376","0","49.75","46","0","4.95","81","20","0","1","214.5","725","53.35","41","0","4.8","81","20","0","1","1.125","1325","38.85","35","0","4.65","81","20","0","1","-1.25","2175","38.1","19","0","4.6","81","9","11","0.45","-168.88888888888889","2611.1111111111113","43.7","46","13","6.666666666666667"
,"82","20","0","1","1075.375","0","48.25","43","0","4.6","82","20","0","1","648.875","0","34.05","35","0","4.8","82","20","0","1","366","0","49.75","46","0","4.95","82","20","0","1","194.5","725","53.35","41","0","4.8","82","20","0","1","-3.875","1350","38.85","38","0","4.7","82","20","0","1","-16.25","2200","38.1","19","0","4.6","82","9","11","0.45","-218.88888888888889","2611.1111111111113","43.7","46","13","6.666666666666667"
,"83","20","0","1","1075.375","0","48.25","43","0","4.6","83","20","0","1","643.875","0","34.05","35","0","4.8","83","20","0","1","356","0","49.75","46","0","4.95","83","20","0","1","199.5","750","53.35","41","0","4.8","83","20","0","1","-33.875","1350","38.85","38","0","4.7","83","20","0","1","-56.25","2200","38.1","19","0","4.6","83","9","11","0.45","-213.33333333333334","2666.6666666666665","43.7","46","13","6.666666666666667"
,"84","20","0","1","1075.375","0","48.25","43","0","4.6","84","20","0","1","638.875","0","34.05","35","0","4.8","84","20","0","1","346","0","49.75","46","0","4.95","84","20","0","1","179.5","750","53.35","41","0","4.8","84","20","0","1","86.125","1500","38.85","38","0","4.7","84","20","0","1","-71.25","2225","38.1","19","0","4.6","84","9","11","0.45","-263.3333333333333","2666.6666666666665","43.7","46","13","6.666666666666667"
,"85","20","0","1","1075.375","0","48.25","43","0","4.65","85","20","0","1","633.875","0","34.05","37","0","4.85","85","20","0","1","336","0","49.75","46","0","4.95","85","20","0","1","184.5","775","53.35","41","0","4.8","85","20","0","1","106.125","1550","38.85","38","0","4.7","85","20","0","1","-111.25","2225","38.1","19","0","4.6","85","8","12","0.4","-351.25","2625","43.7","40","19","6.5"
,"86","20","0","1","1075.375","0","48.25","43","0","4.65","86","20","0","1","628.875","0","34.05","38","0","4.9","86","20","0","1","326","0","49.75","46","0","4.95","86","20","0","1","189.5","800","53.35","41","0","4.8","86","20","0","1","126.125","1600","38.85","38","0","4.7","86","20","0","1","-151.25","2225","38.1","19","0","4.6","86","8","12","0.4","-401.25","2625","43.7","40","19","6.5"
,"87","20","0","1","1075.375","0","48.25","43","0","4.65","87","20","0","1","623.875","0","34.05","41","0","5","87","20","0","1","316","0","49.75","46","0","4.95","87","20","0","1","169.5","800","53.35","41","0","4.8","87","20","0","1","171.125","1675","38.85","38","0","4.7","87","20","0","1","-191.25","2225","38.1","19","0","4.6","87","7","13","0.35","-512.8571428571429","2571.4285714285716","43.7","33","26","6.428571428571429"
,"88","20","0","1","1075.375","0","48.25","43","0","4.65","88","20","0","1","618.875","0","34.05","41","0","5.05","88","20","0","1","306","0","49.75","46","0","4.95","88","20","0","1","174.5","825","53.35","41","0","4.85","88","20","0","1","166.125","1700","38.85","38","0","4.7","88","17","3","0.85","-33.23529411764706","2411.764705882353","38.1","19","0","4.764705882352941","88","7","13","0.35","-562.8571428571429","2571.4285714285716","43.7","33","26","6.571428571428571"
,"89","20","0","1","1075.375","0","48.25","43","0","4.65","89","20","0","1","613.875","0","34.05","41","0","5.05","89","20","0","1","296","0","49.75","46","0","5","89","20","0","1","154.5","825","53.35","41","0","4.85","89","20","0","1","186.125","1750","38.85","38","0","4.75","89","17","3","0.85","-73.23529411764706","2411.764705882353","38.1","19","0","4.764705882352941","89","7","13","0.35","-612.8571428571429","2571.4285714285716","43.7","33","26","6.571428571428571"
,"90","20","0","1","1075.375","0","48.25","43","0","4.65","90","20","0","1","608.875","0","34.05","42","0","5.1","90","20","0","1","286","0","49.75","46","0","5.05","90","20","0","1","134.5","825","53.35","41","0","4.85","90","20","0","1","156.125","1750","38.85","38","0","4.75","90","16","4","0.8","-57.1875","2468.75","38.1","16","3","4.6875","90","7","13","0.35","-591.4285714285714","2642.8571428571427","43.7","33","26","6.571428571428571"
,"91","20","0","1","1075.375","0","48.25","43","0","4.65","91","20","0","1","603.875","0","34.05","42","0","5.2","91","20","0","1","276","0","49.75","46","0","5.05","91","20","0","1","114.5","825","53.35","41","0","4.85","91","20","0","1","151.125","1775","38.85","39","0","4.85","91","16","4","0.8","-34.6875","2531.25","38.1","16","3","4.6875","91","6","14","0.3","-573.3333333333334","2666.6666666666665","43.7","33","26","6.833333333333333"
,"92","20","0","1","1075.375","0","48.25","43","0","4.65","92","20","0","1","598.875","0","34.05","42","0","5.2","92","20","0","1","266","0","49.75","46","0","5.05","92","20","0","1","119.5","850","53.35","41","0","4.85","92","20","0","1","121.125","1775","38.85","39","0","4.85","92","16","4","0.8","-74.6875","2531.25","38.1","16","3","4.6875","92","6","14","0.3","-623.3333333333334","2666.6666666666665","43.7","33","26","6.833333333333333"
,"93","20","0","1","1075.375","0","48.25","43","0","4.65","93","20","0","1","593.875","0","34.05","42","0","5.2","93","20","0","1","256","0","49.75","46","0","5.05","93","20","0","1","149.5","900","53.35","41","0","4.85","93","20","0","1","91.125","1775","38.85","39","0","4.85","93","16","4","0.8","-83.4375","2562.5","38.1","16","3","4.6875","93","6","14","0.3","-590","2750","43.7","33","26","6.833333333333333"
,"94","20","0","1","1075.375","0","48.25","43","0","4.65","94","20","0","1","588.875","0","34.05","42","0","5.2","94","20","0","1","246","0","49.75","46","0","5.05","94","20","0","1","129.5","900","53.35","41","0","4.85","94","20","0","1","86.125","1800","38.85","39","0","4.85","94","16","4","0.8","-123.4375","2562.5","38.1","16","3","4.6875","94","6","14","0.3","-640","2750","43.7","33","26","6.833333333333333"
,"95","20","0","1","1075.375","0","48.25","43","0","4.65","95","20","0","1","583.875","0","34.05","42","0","5.2","95","20","0","1","236","0","49.75","46","0","5.05","95","20","0","1","109.5","900","53.35","41","0","4.85","95","20","0","1","56.125","1800","38.85","40","0","4.9","95","16","4","0.8","-163.4375","2562.5","38.1","16","3","4.6875","95","6","14","0.3","-606.6666666666666","2833.3333333333335","43.7","33","26","6.833333333333333"
,"96","20","0","1","1075.375","0","48.25","43","0","4.65","96","20","0","1","578.875","0","34.05","42","0","5.2","96","20","0","1","226","0","49.75","46","0","5.05","96","20","0","1","89.5","900","53.35","41","0","4.9","96","20","0","1","51.125","1825","38.85","40","0","4.9","96","16","4","0.8","-203.4375","2562.5","38.1","16","3","4.6875","96","6","14","0.3","-656.6666666666666","2833.3333333333335","43.7","33","26","6.833333333333333"
,"97","20","0","1","1075.375","0","48.25","43","0","4.7","97","20","0","1","573.875","0","34.05","42","0","5.2","97","20","0","1","216","0","49.75","46","0","5.05","97","20","0","1","69.5","900","53.35","41","0","4.9","97","20","0","1","21.125","1825","38.85","40","0","4.9","97","16","4","0.8","-212.1875","2593.75","38.1","16","3","4.6875","97","6","14","0.3","-706.6666666666666","2833.3333333333335","43.7","33","26","6.833333333333333"
,"98","20","0","1","1075.375","0","48.25","43","0","4.7","98","20","0","1","568.875","0","34.05","42","0","5.2","98","20","0","1","206","0","49.75","46","0","5.1","98","20","0","1","49.5","900","53.35","41","0","4.9","98","20","0","1","-8.875","1825","38.85","40","0","4.9","98","16","4","0.8","-252.1875","2593.75","38.1","16","3","4.6875","98","6","14","0.3","-756.6666666666666","2833.3333333333335","43.7","33","26","6.833333333333333"
,"99","20","0","1","1075.375","0","48.25","43","0","4.7","99","20","0","1","563.875","0","34.05","42","0","5.2","99","20","0","1","196","0","49.75","46","0","5.2","99","20","0","1","29.5","900","53.35","41","0","4.9","99","20","0","1","-38.875","1825","38.85","40","0","4.9","99","16","4","0.8","-292.1875","2593.75","38.1","16","3","4.6875","99","6","14","0.3","-806.6666666666666","2833.3333333333335","43.7","33","26","6.833333333333333"
